model,smiles,tSNE-1,tSNE-2
PT-MOGA,Cn1ccc(Nc2nccc(-c3ccccc3)n2)c1,18.32116,-6.095863
PT-MOGA,Fc1ccc(-c2ccnc(NC3CCNCC3)n2)cc1,-4.426501,26.048231
PT-MOGA,COC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,-8.970806,-28.568434
PT-MOGA,Clc1c(-c2ccnc(NC3CCOCC3)n2)cnn1C1CC1,-10.842316,46.40929
PT-MOGA,COC1CCC(Nc2nccc(-c3ccccc3)n2)CC1,-1.710737,28.28427
PT-MOGA,FCCn1ncc(-c2ccnc(NC3CC3)n2)c1Br,-9.878761,51.226173
PT-MOGA,COC1CCC(Nc2nccc(-c3ccc(F)cc3)n2)CC1,-1.7561427,27.181877
PT-MOGA,C=Cn1ncc(-c2ccnc(NC3CC3)n2)c1Cl,-7.4743276,50.463795
PT-MOGA,C1=Cc2ccc3c(-c4ccnc(NC5CC5)n4)cnn3c2C1,-15.2695,53.41103
PT-MOGA,c1cncc(-c2ccnc(Nc3ccc(N4CCCNCC4)cc3)n2)c1,8.359497,-5.8893914
PT-MOGA,[O-]c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,20.294542,-6.2974496
PT-MOGA,Nn1cc(-c2ccnc(NC3CC3)n2)c(Cl)c1C1CC1,-9.2178955,44.344093
PT-MOGA,c1ccc2nc(-c3ccnc(NC4CC4)n3)cnc2c1,-8.582192,39.467934
PT-MOGA,OCc1ccc(-c2ccnc(NC3CCC(F)CC3)n2)cc1,-3.1087692,30.712395
PT-MOGA,Fc1ccc(-c2ccnc(NC3CCN(C4CCNCC4)CC3)n2)cc1,-6.05027,24.636135
PT-MOGA,Cc1nncn1-c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,31.98601,-13.954997
PT-MOGA,O=C1NC(=O)C(c2cn(C3C=CC=C3)c3ccccc23)=C1c1ccnc(NC2CC2)n1,-16.018452,38.71089
PT-MOGA,CC(=O)Nc1ccc(-c2ccnc(NC3CC3)n2)cc1,-5.3219376,20.396778
PT-MOGA,C=C1CC(n2ncc(-c3ccnc(NC4CC4)n3)c2Br)CCN1,-11.837662,50.698368
PT-MOGA,Cc1cnn(-c2ccc(-c3ccnc(NC4CCC4)n3)cc2)c1,0.5321738,32.14237
PT-MOGA,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,-3.4113114,14.901841
PT-MOGA,CN(C)C(=O)CN1CCC(Nc2nccc(-c3ccc4ccccc4c3)n2)CC1,-14.938776,21.41763
PT-MOGA,O=C1CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=CCN1,-13.762888,6.939998
PT-MOGA,CCN1CCCC(Nc2nccc(-c3cnc4ccccn34)n2)C1,-35.080494,28.067892
PT-MOGA,Nc1cccc(-c2ccnc(NC3CC3)n2)c1,-5.8755593,31.939426
PT-MOGA,Clc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,21.612255,-6.188048
PT-MOGA,CCCOc1c(-c2ccnc(NC3CC3)n2)cnn1C1CC1,-14.754317,45.41413
PT-MOGA,CN1C(c2ccnc(Nc3ccccc3)n2)=CN=C2C=CC=CN21,29.55535,-1.7733994
PT-MOGA,CNC1CCC(Nc2nccc(-c3cnn(C4CC4)c3F)n2)CC1,-13.657897,48.29338
PT-MOGA,CNC1CCC(Nc2nccc(-c3cnn(C4CC4)c3Br)n2)CC1,-12.782751,48.09033
PT-MOGA,C[N+](C)(C)C1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-32.94661,31.645159
PT-MOGA,FCCCn1ncc(-c2ccnc(NC3CC3)n2)c1Cl,-9.78728,50.093582
PT-MOGA,CCCN1CCC(Nc2nccc(-c3ccc(C#N)cc3)n2)CC1,-13.165973,28.595036
PT-MOGA,CCNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-30.132664,25.924019
PT-MOGA,c1ccc(Nc2nccc(-c3ccncn3)n2)cc1,30.622915,-5.9851537
PT-MOGA,Fc1c(-c2ccnc(NC3CC3)n2)cnn2c(C3CC3)ncc12,-14.8217325,50.179855
PT-MOGA,C=Cc1cnn(C)c1-c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1,6.8450675,-21.930393
PT-MOGA,O=c1ccc(-c2ccnc(Nc3ccccc3)n2)c[nH]1,23.625097,0.2808424
PT-MOGA,c1ccc(Nc2nccc(-c3cn[nH]c3)n2)cc1,24.538065,-0.022953594
PT-MOGA,Fc1cccc(-c2ccnc(NC3CCNCC3)n2)c1,-5.968786,27.271635
PT-MOGA,Oc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,20.12537,5.0324435
PT-MOGA,O=C1CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=N1,-12.282999,6.8284354
PT-MOGA,Clc1c(-c2ccnc(NC3CC3)n2)cnn1C1CC1,-11.305846,46.6687
PT-MOGA,Fc1ccc(-c2c[nH]c(-c3ccnc(NC4CC4)n3)n2)cc1,-3.286757,24.201773
PT-MOGA,c1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccn1,6.7824926,-12.866061
PT-MOGA,OC(c1ccc(-c2ccnc(NC3CC3)n2)cc1)N1CCCC1,-2.0729973,33.028717
PT-MOGA,CNC(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,16.895258,1.2347064
PT-MOGA,CCN(C)C(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-31.603384,25.794998
PT-MOGA,Oc1ccc(-c2ccnc(NC3CCC3)n2)cc1,-1.7950629,31.699371
PT-MOGA,CNc1ccc(-c2ccnc(NC3CCN(C4CC4)CC3)n2)cc1,-9.108024,25.907345
PT-MOGA,Brc1c[nH]nc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,5.8075557,-13.197435
PT-MOGA,OC1CCC(Nc2nccc(-c3cccc(Cl)c3)n2)CC1,-8.837227,34.773598
PT-MOGA,Brc1cc(-c2ccnc(NC3CC3)n2)co1,-4.916083,38.029053
PT-MOGA,CCN(C)CCCN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-33.77583,26.289223
PT-MOGA,CNc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,26.378641,-1.1552796
PT-MOGA,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,-30.456831,31.185724
PT-MOGA,Cn1cc(Nc2nccc(-c3ccsc3)n2)cn1,-15.922567,31.13876
PT-MOGA,CCCn1ncc(-c2ccnc(NC3CC3)n2)c1Cl,-9.806195,49.844707
PT-MOGA,CCN1CCC(Nc2nccc(-c3cn(C)nc3-c3ccccc3)n2)CC1,-14.506533,24.818365
PT-MOGA,CC#CCNC(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,16.141226,1.2607278
PT-MOGA,Cc1ccc(-c2ccnc(NC3CCCCN(C)CC3)n2)cn1,1.7996832,33.92877
PT-MOGA,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,-14.401249,52.01457
PT-MOGA,CN1CCC(Nc2nccc(-c3ccccc3)n2)CCC1=O,-11.473906,29.271368
PT-MOGA,Cc1ccc(-c2ccnc(NC3CCCC3)n2)cn1,2.3905833,33.251472
PT-MOGA,COc1ccc(-c2ccnc(NC3CCOCC3)n2)cc1,0.59852767,39.60883
PT-MOGA,C=C1C=CC(n2ncc(-c3ccnc(NC4CC4)n3)c2Br)=C1,-8.959538,53.993565
PT-MOGA,c1ccc(Nc2nccc(-c3ccc(N4CCNCC4)cc3)n2)cc1,9.293973,-7.557876
PT-MOGA,Cc1ccc(-c2ccnc(NC3CCCOCC3)n2)cn1,2.47702,37.401306
PT-MOGA,Oc1c(-c2ccnc(NC3CC3)n2)cnn1C1CC1,-12.898156,46.715393
PT-MOGA,Brc1c(-c2ccnc(NC3CC3)n2)cnn1C1=CCC=C1,-9.665369,54.208633
PT-MOGA,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,20.959402,5.1053658
PT-MOGA,Fc1c(-c2ccnc(NC3CC3)n2)cnn1C1C=CC=C1,-12.696741,49.409534
PT-MOGA,c1ccc(-c2ccnc(NC3CCN(C4CCNCC4)CC3)n2)cc1,-7.0077243,25.306696
PT-MOGA,CCCN1CCC(Nc2nccc(-c3ccsc3)n2)CC1,-13.6761875,29.931324
PT-MOGA,N#Cc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,24.446888,2.7652018
PT-MOGA,O=S(=O)(c1cccc2cnccc12)N1CCCCCCNCC1,-11.537776,-1.8920901
PT-MOGA,NC1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=C1,-10.96834,9.811478
PT-MOGA,C#Cc1ccc(-c2ccnc(NC3CCCC3)n2)cn1,3.4949708,34.098225
PT-MOGA,CNc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,19.900373,5.7931986
PT-MOGA,CC(N)Cc1ccc(-c2ccnc(NC3CC3)n2)cc1,-7.9040504,29.969938
PT-MOGA,OC1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-31.831034,31.232834
PT-MOGA,Cc1ccc(-c2ccnc(NC3CCNC(C)CC3)n2)cn1,0.8581233,35.683918
PT-MOGA,Cc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,23.726538,-3.311189
PT-MOGA,CC=Cc1ccc2c(-c3ccnc(NC4CC4)n3)cnn2c1,-17.323662,52.298016
PT-MOGA,C#Cc1ccc(-c2ccnc(NC3CCC(N)CC3)n2)cc1,-5.602371,33.98566
PT-MOGA,Fc1ccc(-c2ccnc(NC3CCC(N4CCNCC4)CC3)n2)cc1,-5.5826178,24.186647
PT-MOGA,CC(C)N1CCC(Nc2nccc(-c3ccc(CN)cc3)n2)CC1,-8.824896,29.221481
PT-MOGA,CCNC1CCC(Nc2nccc(-c3cccnc3)n2)CC1,-10.362935,21.724808
PT-MOGA,COC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-30.637201,27.827877
PT-MOGA,Fc1ccc(Nc2nccc(-c3nc(NC4CC4)ncc3F)n2)cc1,0.90980536,21.37745
PT-MOGA,CC1CCC(Nc2nccc(-c3ccc(S)nc3)n2)CCN1,0.44359648,35.519447
PT-MOGA,Nc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl,-9.992915,-29.36262
PT-MOGA,Brc1cn[nH]c1-c1ccnc(NC2CC2)n1,-5.5043316,41.460495
PT-MOGA,Cn1cnc(-c2ccc(-c3ccnc(NC4CCC4)n3)cc2)n1,6.25259,35.84432
PT-MOGA,Oc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,21.205711,0.37774643
PT-MOGA,CCCc1cccc2ncc(-c3ccnc(NC4CC4)n3)n12,-34.605076,32.48363
PT-MOGA,CC1CC1n1ncc(-c2ccnc(NC3CC3)n2)c1Cl,-10.191362,47.648712
PT-MOGA,NC1CCC(Nc2nccc(-c3ccc(Cl)cc3)n2)CC1,-6.9054255,34.917065
PT-MOGA,Cn1ncnc1-c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,24.236597,-2.2195683
PT-MOGA,CCN1CCCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-34.430016,28.503304
PT-MOGA,O=c1[nH]c(-c2ccc(F)cc2)c(-c2ccnc(NC3CC3)n2)[nH]1,-1.795104,24.865171
PT-MOGA,CN(C)c1ccc(-c2ccnc(NC3CC3)n2)cc1,-3.6105993,34.108566
PT-MOGA,CCCN1CC=C(Nc2nccc(-c3cccnc3)n2)CC1,19.941505,8.591019
PT-MOGA,O=C1NC(=O)C(c2cn(C3=CC=C3)c3ccccc23)=C1c1ccnc(NC2CC2)n1,-16.019249,38.711967
PT-MOGA,COc1cc2ncnc(Nc3ccc(NC(=O)N4CC4)cc3)c2cc1OC,-16.734411,-15.335893
PT-MOGA,Nc1ccc(-c2ccnc(Nc3ccc(Br)cc3)n2)cc1,18.801912,-4.515186
PT-MOGA,OC1CCC(Nc2nccc(-c3ccccc3)n2)CC1,-8.940134,33.99822
PT-MOGA,CCN1CCC(Nc2nccc(-c3c[nH]c4cc(F)ccc34)n2)CC1,-12.031291,25.484623
PT-MOGA,CNC(=O)N(C)c1ccc(-c2ccnc(NC3CC3)n2)cc1,-3.4172056,34.542374
PT-MOGA,CS(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,22.839617,-1.6668513
PT-MOGA,Sc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,20.56176,5.803448
PT-MOGA,CC1CCC(Nc2nccc(-c3ccc(F)cc3)n2)CCN1,-3.3047023,27.134027
PT-MOGA,OC1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=C1,-10.106667,9.322418
PT-MOGA,CCC(O)c1c(-c2ccnc(NC3CC3)n2)cnn1C1CC1,-15.462511,46.39573
PT-MOGA,CNC(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,17.99426,1.4148906
PT-MOGA,Brc1ccc(-c2ccnc(NC3CCOCC3)n2)cc1,-1.1077042,39.5119
PT-MOGA,C#Cc1ccc(Nc2nccc(-c3ccc(O)cc3)n2)cc1,21.27722,1.7680905
PT-MOGA,OC1CCC(Nc2nccc(-c3n[nH]cc3-c3ccccc3)n2)CC1,-12.797942,34.244637
PT-MOGA,CCN1CCC(Nc2nccc(-c3ccc(NC)cc3)n2)CC1,-10.166402,26.203762
PT-MOGA,COc1ccc(-c2cn(C)c(-c3ccnc(NC4CC4)n3)n2)cc1,1.3289876,39.93544
PT-MOGA,Fc1ccc(Nc2nccc(NC3CCOCC3)n2)cc1,1.4924762,19.642452
PT-MOGA,Cc1ccc(-c2ccnc(NC3CCOC(C)CC3)n2)cn1,2.7183456,36.369644
PT-MOGA,CCOC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccccc32)c1C,-37.849644,-7.464495
PT-MOGA,COC1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-33.35855,30.339117
PT-MOGA,c1ccn2c(-c3ccnc(NC4CCCCC4)n3)cnc2c1,-31.390537,30.399292
PT-MOGA,O=C(Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1)N1CC1,16.433117,-0.23800099
PT-MOGA,Clc1ccc(-c2ccnc(NC3CCN(C4CCNCC4)CC3)n2)cc1,-7.042528,24.73191
PT-MOGA,O=c1cc(N2CCCNCC2)oc2c(-c3ccccc3)cccc12,-26.596344,-2.4781716
PT-MOGA,C#Cc1ccccc1Nc1nc(Nc2cnn(C)c2)ncc1Cl,-7.3001685,-26.76422
PT-MOGA,Brc1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,-13.642579,52.512466
PT-MOGA,OCc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,18.076796,-2.1805725
PT-MOGA,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,6.134653,-27.253056
PT-MOGA,O=C1C=CC(n2ncc(-c3ccnc(NC4CC4)n3)c2Br)=C1,-9.01865,53.983505
PT-MOGA,Oc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,-22.90548,50.536434
PT-MOGA,CC#CCN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-33.258987,27.394653
PT-MOGA,Brc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,19.654917,-4.58445
PT-MOGA,Sc1ccc2c(-c3ccnc(NC4CC4)n3)cnn2c1,-16.620207,52.389645
PT-MOGA,Cc1ccc(-c2ccnc(Nc3ccccc3)n2)nc1,27.363516,-5.3969398
PT-MOGA,CCOc1c(-c2ccnc(NC3CC3)n2)cnn1C1CC1,-14.7111635,45.51741
PT-MOGA,c1ccc(Nc2nccc(-c3cc4ccccn4n3)n2)cc1,30.262903,-4.2341666
PT-MOGA,Clc1nc(-c2ccnc(NC3CC3)n2)cn1C1CC1,-10.921347,43.703476
PT-MOGA,c1ccc(Nc2nccc(-c3ccc(N4CCC4)cc3)n2)cc1,10.362233,-7.8368397
PT-MOGA,c1ccc(Nc2nccc(-c3ccc(N4CCCNCC4)cc3)n2)cc1,9.317399,-6.9658694
PT-MOGA,Fc1[nH]cc(-c2ccnc(NC3CC3)n2)c1Cl,-8.486224,43.10586
PT-MOGA,Cc1ccc(-c2ccnc(NC3CCN(C(C)C)CC3)n2)cn1,-9.635519,28.233023
PT-MOGA,O=CNCc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,19.738861,-1.8844633
PT-MOGA,c1cc(-c2ccsc2)nc(NC2CC2)n1,-13.866612,30.775475
PT-MOGA,CB(O)c1ccc(Nc2nccc(-c3ccc(C)cc3)n2)cc1,25.147497,-3.9593399
PT-MOGA,FC1CC1n1ncc(Br)c1-c1ccnc(NC2CC2)n1,-6.44236,48.258774
PT-MOGA,CN1CCC(Nc2nccc(-c3ccc4cnccc4c3)n2)CC1,-10.445535,23.36372
PT-MOGA,Cn1cc(Nc2nccc(-c3cnc4ccccn34)n2)cn1,-35.50888,30.426395
PT-MOGA,C=Cc1c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)cnn1C,6.845701,-22.089449
PT-MOGA,Cn1cnc(-c2ccc(Nc3nccc(-c4cccnc4)n3)cc2)n1,17.665123,5.4181395
PT-MOGA,O=CNc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,20.462692,-1.9152544
PT-MOGA,Brc1[nH]ccc1-c1ccnc(NC2CC2)n1,-6.5375385,42.657608
PT-MOGA,O=C1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=CC1,-13.852009,8.415515
PT-MOGA,Cc1ccc(-c2ccnc(NC3CCCCC3)n2)cn1,2.4185636,33.080368
PT-MOGA,Cc1ccc2c(-c3ccnc(NC4CC4)n3)cnn2c1,-16.725332,52.339615
PT-MOGA,CC#Cc1c(-c2ccnc(NC3CC3)n2)cnn1C1CC1,-13.746581,46.581696
PT-MOGA,c1ccc(Nc2nccc(-c3ccc(N4CCCCNCC4)cc3)n2)cc1,9.659266,-6.936987
PT-MOGA,O=C1C=CC(c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)=C1,-12.103089,8.085739
PT-MOGA,Brc1ccc(-c2ccnc(NC3CC3)n2)cn1,-3.0563276,38.33152
PT-MOGA,CC1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CCN1,-31.010954,32.200764
PT-MOGA,Fc1ccc(-c2nc(C3=NCC=NC3)[nH]c2-c2ccncc2)cc1,-9.948269,7.178272
PT-MOGA,Cn1cc(Nc2ncc(Cl)c(Nc3ccc(Br)cc3)n2)cn1,-6.7097063,-27.167278
PT-MOGA,NC1CC=C(c2ccnc(Nc3ccccc3)n2)CC1,27.520065,-14.961659
PT-MOGA,CN1CCC(Nc2nccc(-c3cccnc3)n2)CC1,-10.391978,22.552078
PT-MOGA,CC(C)n1ncc(-c2ccnc(NC3CC3)n2)c1F,-16.507614,48.89361
PT-MOGA,NC1CCC(Nc2nccc(-c3ccc(Br)cc3)n2)CC1,-5.499576,35.935093
PT-MOGA,CC1(n2ncc(-c3ccnc(NC4CC4)n3)c2Cl)CC1F,-9.458782,48.581074
PT-MOGA,COC(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,16.95472,0.46632713
PT-MOGA,CCCN1CCC(Nc2nccc(-c3ccccc3)n2)CC1,-12.995813,28.825937
PT-MOGA,Cn1cnc(-c2ccc(-c3ccnc(NC4CCCC4)n3)cc2)n1,6.2544503,35.823105
PT-MOGA,CC1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CCN1C=O,-29.70044,29.190016
PT-MOGA,CCC=Cc1ccc(-c2ccnc(NC3CC3)n2)cn1,-1.8962934,36.69899
PT-MOGA,O=COc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,21.374378,-1.6427993
PT-MOGA,Fc1ccc(-c2ccnc(NC3CCN(CC4CCNCC4)CC3)n2)cc1,-4.928031,25.110207
PT-MOGA,C=Cc1ccc(-c2ccnc(NC3CC3)n2)cn1,-2.0970848,36.768562
PT-MOGA,O=C(c1ccc(-c2ccnc(NC3CC3)n2)cc1)N1CCCCC1,-1.3913629,33.84866
PT-MOGA,c1ccc(-c2ccnc(NC3CCCCNCC3)n2)cc1,-4.7430058,28.539486
PT-MOGA,Nc1ccc(-c2ccnc(NC3CCC3)n2)cc1,-3.9497921,32.123
PT-MOGA,Clc1nc(NC2CC2)ncc1-c1ccnc(NC2CC2)n1,-8.502363,43.50021
PT-MOGA,Cn1ncc(-c2ccnc(NC3CC3)n2)c1-c1ccccc1,-13.667058,42.403286
PT-MOGA,Cn1cc(-c2nc(-c3ccc(F)cc3)[nH]c2-c2ccncc2)cn1,-10.280216,5.527997
PT-MOGA,OC1C=CC(c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)=C1,-10.106667,9.322418
PT-MOGA,C=Cn1ncc(-c2ccnc(NC3CC3)n2)c1C,-7.271593,50.660652
PT-MOGA,Fc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,6.970892,-13.328228
PT-MOGA,CC1CCC(Nc2nccc(-c3ccc(N4CCC(F)C4)nc3)n2)CCN1,0.38620022,36.45796
PT-MOGA,c1ccc(-c2ccnc(NC3CCCC3)n2)cc1,0.18826371,29.086939
PT-MOGA,O=CNC1CCC(Nc2nccc(-c3ccccc3)n2)CC1,-4.885176,30.395683
PT-MOGA,Fc1ccc(-c2ccnc(NC3CC3)n2)cc1,-2.117499,26.120975
PT-MOGA,C#CCN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-32.865685,27.823574
PT-MOGA,CNC(=O)N(C)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,18.652966,1.9753057
PT-MOGA,Fc1cc(-c2ccnc(Nc3ccccc3)n2)cnn1,27.354496,-2.725168
PT-MOGA,C#CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,-0.93554467,-36.75136
PT-MOGA,CN(C)c1ccc(-c2ccnc(NC3CCCCC3)n2)cn1,4.8776245,33.123585
PT-MOGA,O=c1ccc(-c2ccnc(Nc3ccccc3)n2)co1,22.641382,-0.34544253
PT-MOGA,CNC1CCC(Nc2nccc(-c3ccc(F)cc3)n2)CC1,-2.2899609,26.068655
PT-MOGA,Brc1ccc(-c2ccnc(NC3CC3)n2)cc1,-5.194118,36.625645
PT-MOGA,Brc1ccc(-c2ccnc(NC3CCNCC3)n2)cc1,-6.1705384,29.152859
PT-MOGA,CC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-29.945478,27.540178
PT-MOGA,NC1CCC(Nc2nccc(-c3ccccc3)n2)CC1,-7.2251606,32.615963
PT-MOGA,Brc1cncc(-c2ccnc(NC3CCOCC3)n2)c1,-1.6438874,40.17534
PT-MOGA,CNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-30.956934,27.00459
PT-MOGA,FC1CC1n1cc(-c2ccnc(Nc3ccc(Br)cc3)n2)cn1,27.763832,9.0918665
PT-MOGA,O=C1CCC(Nc2nccc(-c3ccc(Cl)cc3)n2)CC1,-7.4111595,35.78662
PT-MOGA,NCCN1CCC(Nc2nccc(-c3ccc(Br)cc3)n2)CC1,-10.61662,31.420158
PT-MOGA,OCc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,18.236727,-1.9541827
PT-MOGA,Fc1nc(-c2ccnc(NC3CC3)n2)cnc1C1CC1,-8.800306,39.903233
PT-MOGA,c1ccn2c(-c3ccnc(NC4CCCCNCC4)n3)cnc2c1,-29.961662,31.236168
PT-MOGA,FC1CC1n1ncc(-c2ccnc(NC3CCOCC3)n2)c1Br,-7.5655556,47.558723
PT-MOGA,Cc1cn(-c2ccc(-c3ccnc(Nc4ccccc4)n3)cc2)nn1,31.473192,-11.76148
PT-MOGA,Brc1ccc(-c2ccnc(NC3CC3)n2)nc1,-6.367473,39.76619
PT-MOGA,CCN1CCC(Nc2nccc(-c3cnc4ccccn34)n2)C1,-34.7183,27.722658
PT-MOGA,C=Cn1ncc(Br)c1-c1ccnc(NC2CC2)n1,-6.187963,50.196598
PT-MOGA,[Mg+]c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,21.34117,-2.9646122
PT-MOGA,Clc1ccc(-c2ccnc(NC3CC3)n2)cc1Br,-6.0406537,37.475895
PT-MOGA,Clc1c(-c2ccnc(NC3CC3)n2)cnn1C1C=CC=C1,-11.254328,48.580887
PT-MOGA,FC1CC1n1ncc(-c2ccnc(NC3CC3)n2)c1Br,-7.5337386,47.978096
PT-MOGA,Brc1ccc(-c2ccnc(NC3CCOCC3)n2)cn1,-2.1462567,39.04211
PT-MOGA,c1ccc(-c2c[nH]nc2-c2ccnc(NC3CCCCC3)n2)cc1,-12.871069,34.177658
PT-MOGA,Brc1cnncc1-c1ccnc(NC2CC2)n1,-6.5556436,42.139545
PT-MOGA,Brc1c(-c2ccnc(NC3CC3)n2)cnn1C1C=CC=C1,-11.80368,49.599213
PT-MOGA,Cc1cc(-c2ccnc(Nc3ccccc3)n2)ccn1,25.926304,-1.7719989
PT-MOGA,O=C1N=C(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)C=C1F,-13.018926,6.1883063
PT-MOGA,CCN1CC=C(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-36.266712,28.88285
PT-MOGA,Cn1ncc(-c2ccnc(NC3CC3)n2)c1-c1ccnc(Cl)c1,-13.657109,42.472855
PT-MOGA,Brc1c(-c2ccnc(NC3CC3)n2)[nH]c2ccccc12,-4.8044224,41.15054
PT-MOGA,CN=C1CCC(Nc2nccc(-c3cccnc3)n2)CC1,-9.946933,21.521105
PT-MOGA,Fc1cc(F)cc(-c2ccnc(NC3CCNCC3)n2)c1,-5.5686145,26.822948
PT-MOGA,NC1CCC(Nc2nccc(-c3cccc(F)c3)n2)CC1,-6.8319755,31.336039
PT-MOGA,Brc1ccc(Nc2nccc(-c3cnn(C4CC4)c3)n2)cc1,27.757696,9.088144
PT-MOGA,N=C1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=C1,-11.392621,8.187505
PT-MOGA,O=C1C=CC(c2c(-c3ccnc(NC4CC4)n3)cnn2C2CC2)=C1,-12.671146,45.593624
PT-MOGA,CN1CCN(c2ccc(Nc3nccc(-c4cn[nH]c4)n3)cc2)CC1,6.8442554,-20.406317
PT-MOGA,CCN1CCC(Nc2nccc(-c3ccc(C)nc3)n2)CC1,-11.264387,26.881489
PT-MOGA,Cc1ncc(-c2ccnc(NC3CCCC3)n2)cn1,3.0385468,32.10131
PT-MOGA,Fc1ccc(Nc2nccc(-c3ccncn3)n2)cc1,31.199558,-6.099456
PT-MOGA,Cc1ncn(-c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)n1,35.739285,-20.202457
PT-MOGA,Cn1cnc(-c2ccc(-c3ccnc(Nc4ccccc4)n3)cc2)n1,17.470526,5.068735
PT-MOGA,SC1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,-32.29751,30.285435
PT-MOGA,O=C(Nc1ccc(-c2ccnc(NC3CC3)n2)cc1)C1CC1,-5.355894,19.99231
PT-MOGA,CC1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CCO1,-32.24506,32.577915
PT-MOGA,COc1ccc(Nc2nccc(-c3ccco3)n2)cc1,27.858921,-9.839517
PT-MOGA,OC1CCC(Nc2nccc(-c3ccc(Cl)cc3)n2)CC1,-8.08635,35.073494
PT-MOGA,CCC(C)n1ncc(-c2ccnc(NC3CC3)n2)c1F,-16.638151,48.835026
